Evnt_Time,Evnt_ID,Evnt_Name,Item_Name,Alias_Name,Group_ID,Num_Args,Arg1_Name,Arg1_Value,Arg2_Name,Arg2_Value,Arg3_Name,Arg3_Value,Arg4_Name,Arg4_Value,Arg5_Name,Arg5_Value
0,16,Variable Event,aaaCorrect_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,aaaIncorrect_CounterA,,0,1,Value,0,,,,,,,,
0,16,Variable Event,aaaIncorrect_CounterB_Old,,0,1,Value,0,,,,,,,,
0,16,Variable Event,aabCorrection_Correct_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,aabCorrection_IncorrectA_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,aabCorrection_IncorrectB_Counter,,0,1,Value,0,,,,,,,,
14.855,16,Variable Event,aaaIncorrect_CounterB_Old,,11,1,Value,1,,,,,,,,
48.011,16,Variable Event,aabCorrection_Correct_Counter,,8,1,Value,1,,,,,,,,
78.012,16,Variable Event,aaaIncorrect_CounterA,,11,1,Value,1,,,,,,,,
107.717,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,1,,,,,,,,
137.681,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,1,,,,,,,,
166.922,16,Variable Event,aabCorrection_Correct_Counter,,8,1,Value,2,,,,,,,,
193.274,16,Variable Event,aaaIncorrect_CounterA,,11,1,Value,2,,,,,,,,
223.451,16,Variable Event,aabCorrection_Correct_Counter,,8,1,Value,3,,,,,,,,
252.196,16,Variable Event,aaaIncorrect_CounterA,,11,1,Value,3,,,,,,,,
281.679,16,Variable Event,aabCorrection_Correct_Counter,,8,1,Value,4,,,,,,,,
311.157,16,Variable Event,aaaCorrect_Counter,,8,1,Value,1,,,,,,,,
338.856,16,Variable Event,aaaCorrect_Counter,,8,1,Value,2,,,,,,,,
366.759,16,Variable Event,aaaIncorrect_CounterA,,11,1,Value,4,,,,,,,,
396.761,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,2,,,,,,,,
426.12,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,2,,,,,,,,
455.466,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,3,,,,,,,,
484.626,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,4,,,,,,,,
516.022,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,5,,,,,,,,
546.832,16,Variable Event,aabCorrection_Correct_Counter,,8,1,Value,5,,,,,,,,
572.209,16,Variable Event,aaaCorrect_Counter,,8,1,Value,3,,,,,,,,
604.899,16,Variable Event,aaaIncorrect_CounterA,,11,1,Value,5,,,,,,,,
636.855,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,6,,,,,,,,
666.819,16,Variable Event,aabCorrection_Correct_Counter,,8,1,Value,6,,,,,,,,
698.837,16,Variable Event,aaaIncorrect_CounterB_Old,,11,1,Value,2,,,,,,,,
732.604,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,7,,,,,,,,
766.759,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,3,,,,,,,,
793.851,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,4,,,,,,,,
825.371,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,8,,,,,,,,
854.626,16,Variable Event,aabCorrection_Correct_Counter,,8,1,Value,7,,,,,,,,
882.653,16,Variable Event,aaaIncorrect_CounterB_Old,,11,1,Value,3,,,,,,,,
920.194,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,5,,,,,,,,
950.645,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,9,,,,,,,,
979.41,16,Variable Event,aabCorrection_Correct_Counter,,8,1,Value,8,,,,,,,,
1008.163,16,Variable Event,aaaCorrect_Counter,,8,1,Value,4,,,,,,,,
1038.216,16,Variable Event,aaaIncorrect_CounterA,,11,1,Value,6,,,,,,,,
