Evnt_Time,Evnt_ID,Evnt_Name,Item_Name,Alias_Name,Group_ID,Num_Args,Arg1_Name,Arg1_Value,Arg2_Name,Arg2_Value,Arg3_Name,Arg3_Value,Arg4_Name,Arg4_Value,Arg5_Name,Arg5_Value
0,16,Variable Event,aaaCorrect_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,aaaIncorrect_CounterA,,0,1,Value,0,,,,,,,,
0,16,Variable Event,aaaIncorrect_CounterB_Old,,0,1,Value,0,,,,,,,,
0,16,Variable Event,aabCorrection_Correct_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,aabCorrection_IncorrectA_Counter,,0,1,Value,0,,,,,,,,
0,16,Variable Event,aabCorrection_IncorrectB_Counter,,0,1,Value,0,,,,,,,,
3.9,16,Variable Event,aaaIncorrect_CounterB_Old,,11,1,Value,1,,,,,,,,
31.306,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,1,,,,,,,,
62.232,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,2,,,,,,,,
91.477,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,1,,,,,,,,
119.819,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,3,,,,,,,,
146.962,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,2,,,,,,,,
175.321,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,4,,,,,,,,
205.279,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,5,,,,,,,,
234.713,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,3,,,,,,,,
261.64,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,4,,,,,,,,
289.008,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,5,,,,,,,,
318.846,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,6,,,,,,,,
347.498,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,6,,,,,,,,
376.135,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,7,,,,,,,,
404.837,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,8,,,,,,,,
433.507,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,9,,,,,,,,
462.142,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,10,,,,,,,,
489.639,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,7,,,,,,,,
517.744,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,11,,,,,,,,
546.148,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,12,,,,,,,,
576.6,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,13,,,,,,,,
604.647,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,14,,,,,,,,
633.182,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,15,,,,,,,,
661.703,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,16,,,,,,,,
692.429,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,17,,,,,,,,
724.404,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,18,,,,,,,,
752.434,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,19,,,,,,,,
784.217,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,20,,,,,,,,
811.981,16,Variable Event,aabCorrection_IncorrectA_Counter,,11,1,Value,8,,,,,,,,
839.436,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,21,,,,,,,,
868.488,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,22,,,,,,,,
900.311,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,23,,,,,,,,
930.376,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,24,,,,,,,,
958.99,16,Variable Event,aabCorrection_IncorrectB_Counter,,11,1,Value,25,,,,,,,,
